---,Actor,Location,Rotation,Scale,Meshes
Row_198,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1115.000000,Y=1390.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_199,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1049.135960,Y=1368.765732,Z=0.000008)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var16_lod1.S_White_Everlasting_ucvobbbia_Var16_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_200,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1062.788526,Y=1336.382937,Z=-0.000008)","(Pitch=0.000000,Yaw=169.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var1_lod1.S_White_Everlasting_ucvobbbia_Var1_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_201,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-947.208875,Y=1430.061643,Z=2.027574)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var12_lod1.S_White_Everlasting_ucvobbbia_Var12_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_202,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1071.443810,Y=1265.982723,Z=0.000008)","(Pitch=0.000000,Yaw=-119.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var11_lod1.S_White_Everlasting_ucvobbbia_Var11_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_203,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1074.433837,Y=980.804662,Z=-0.000005)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var12_lod1.S_White_Everlasting_ucvobbbia_Var12_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_204,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1115.000000,Y=1490.000000,Z=560.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_205,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1053.409214,Y=957.865970,Z=-0.000003)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var14_lod1.S_White_Everlasting_ucvobbbia_Var14_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_206,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1069.685273,Y=1131.926338,Z=-0.000005)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var14_lod1.S_White_Everlasting_ucvobbbia_Var14_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_207,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1070.052055,Y=753.029856,Z=0.000006)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var12_lod1.S_White_Everlasting_ucvobbbia_Var12_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_208,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1069.655179,Y=698.886298,Z=-0.000001)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var10_lod1.S_White_Everlasting_ucvobbbia_Var10_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_209,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1068.217918,Y=489.606170,Z=-0.000009)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var11_lod1.S_White_Everlasting_ucvobbbia_Var11_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_210,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=990.000000,Y=1480.000000,Z=560.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_211,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1078.096969,Y=566.312961,Z=0.000004)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var12_lod1.S_White_Everlasting_ucvobbbia_Var12_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_212,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1070.453605,Y=427.828371,Z=3.146231)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var14_lod1.S_White_Everlasting_ucvobbbia_Var14_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_213,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1065.833701,Y=306.131705,Z=3.210213)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var12_lod1.S_White_Everlasting_ucvobbbia_Var12_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_214,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1048.808062,Y=-347.582312,Z=0.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var14_lod1.S_White_Everlasting_ucvobbbia_Var14_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_215,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1062.788526,Y=-408.036938,Z=-0.000008)","(Pitch=0.000000,Yaw=169.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var1_lod1.S_White_Everlasting_ucvobbbia_Var1_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_216,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1071.443810,Y=-478.437152,Z=0.000008)","(Pitch=0.000000,Yaw=-119.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var11_lod1.S_White_Everlasting_ucvobbbia_Var11_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_217,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1053.409214,Y=-786.553905,Z=-0.000003)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var14_lod1.S_White_Everlasting_ucvobbbia_Var14_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_218,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1069.685273,Y=-612.493537,Z=-0.000005)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var14_lod1.S_White_Everlasting_ucvobbbia_Var14_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_219,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=890.000000,Y=1480.000000,Z=560.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_220,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1070.052055,Y=-991.390019,Z=0.000006)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var12_lod1.S_White_Everlasting_ucvobbbia_Var12_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_221,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1069.655179,Y=-1045.533577,Z=-0.000001)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var10_lod1.S_White_Everlasting_ucvobbbia_Var10_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_222,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1068.217918,Y=-1254.813705,Z=-0.000009)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var11_lod1.S_White_Everlasting_ucvobbbia_Var11_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_223,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1070.453605,Y=-1316.591504,Z=3.146231)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var14_lod1.S_White_Everlasting_ucvobbbia_Var14_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_224,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1071.672005,Y=-1423.627214,Z=-0.000001)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.235849,Y=1.235849,Z=1.235849)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var15_lod1.S_White_Everlasting_ucvobbbia_Var15_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_225,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1054.548190,Y=-1435.404113,Z=0.000003)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var16_lod1.S_White_Everlasting_ucvobbbia_Var16_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_226,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1038.807092,Y=-1454.773228,Z=0.000001)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=2.217178,Y=2.217178,Z=2.217178)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var13_lod1.S_White_Everlasting_ucvobbbia_Var13_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_227,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1117.000000,Y=186.000000,Z=804.000000)","(Pitch=0.000000,Yaw=179.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Extention_BB_001.SM_Arena_Courtyard_Extention_BB_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlankPillars_A_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_A_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_A_004""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_A_005""',Material'""/Engine/EngineMaterials/WorldGridMaterial""')))"
Row_228,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=790.000000,Y=1480.000000,Z=560.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_229,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1056.127754,Y=-1401.294998,Z=-0.000002)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var1_lod1.S_White_Everlasting_ucvobbbia_Var1_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_230,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-758.247613,Y=-1465.338466,Z=-0.000002)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var10_lod1.S_White_Everlasting_ucvobbbia_Var10_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_231,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-852.090240,Y=-1481.055846,Z=0.000002)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var14_lod1.S_White_Everlasting_ucvobbbia_Var14_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
Row_232,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1007.221380,Y=-1476.219502,Z=-0.000001)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/S_White_Everlasting_ucvobbbia_Var16_lod1.S_White_Everlasting_ucvobbbia_Var16_lod1'',Materials=(MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_2K""',MaterialInstanceConstant'""/Game/Megascans/3D_Plants/White_Everlasting_ucvobbbia/MI_White_Everlasting_ucvobbbia_Billboard_2K""')))"
